2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_396 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_396/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_352 elapsed=1.668s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '1411f07b-a355-9033-bfe8-f6792f4e61c3'}
2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_408 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_408/agent.log
2026-05-10T11:14:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_261 elapsed=103.594s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '16897819-1eb5-94c4-afd6-1eb8f842438c'}
2026-05-10T11:14:59+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_415 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_415/agent.log
2026-05-10T11:14:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_355 elapsed=1.547s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '183b573c-5b72-9966-80dd-513657232632'}
2026-05-10T11:14:59+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_418 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_418/agent.log
2026-05-10T11:15:10+0800 [INFO   ] data_agent_baseline.run.runner:345 | task_finished_ok task_id=task_415 elapsed=11.608s prediction=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_415/prediction.csv
2026-05-10T11:15:10+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_420 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_420/agent.log
2026-05-10T11:15:28+0800 [INFO   ] data_agent_baseline.run.runner:345 | task_finished_ok task_id=task_408 elapsed=29.533s prediction=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_408/prediction.csv
2026-05-10T11:15:50+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_396 elapsed=51.600s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '092e10e6-9dbc-9b99-857d-2d7f725e9406'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_396 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_396/agent.log
2026-05-10T11:15:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_349 elapsed=1.703s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '003c5866-079f-9cec-8ddd-ad723b4ad28e'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_418 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_418/agent.log
2026-05-10T11:15:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_352 elapsed=1.441s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'e7d03111-db82-9777-b47f-cab66008b77e'}
2026-05-10T11:15:59+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_420 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_420/agent.log
2026-05-10T11:15:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_355 elapsed=1.601s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '6710a18a-5cf8-9f67-87f4-d06c20f8d571'}
2026-05-10T11:15:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_379 elapsed=1.574s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '6607221b-33f9-9bf4-8193-81b2f778d0a1'}
2026-05-10T11:16:48+0800 [INFO   ] data_agent_baseline.run.runner:345 | task_finished_ok task_id=task_420 elapsed=49.011s prediction=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_420/prediction_retry.csv
2026-05-10T11:17:00+0800 [INFO   ] data_agent_baseline.run.runner:345 | task_finished_ok task_id=task_418 elapsed=61.921s prediction=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_418/prediction_retry.csv
2026-05-10T11:17:39+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_396 elapsed=101.490s reason=Agent did not submit an answer within max_steps.
