2026-05-10T11:13:52+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_303 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_303/agent.log
2026-05-10T11:14:01+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_257 elapsed=80.503s reason=Agent did not submit an answer within max_steps.
2026-05-10T11:14:01+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_305 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_305/agent.log
2026-05-10T11:14:35+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_259 elapsed=89.796s reason=Agent did not submit an answer within max_steps.
2026-05-10T11:14:35+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_330 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_330/agent.log
2026-05-10T11:14:48+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_287 elapsed=66.197s reason=Agent did not submit an answer within max_steps.
2026-05-10T11:14:48+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_344 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_344/agent.log
2026-05-10T11:14:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_344 elapsed=8.026s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '6a7ba536-e65e-9ed4-bae0-0a4a466ba40c'}
2026-05-10T11:14:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_349 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_349/agent.log
2026-05-10T11:14:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_305 elapsed=55.687s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'cf6382b0-26a8-9250-9af1-a4bb21df0937'}
2026-05-10T11:14:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_350 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_350/agent.log
2026-05-10T11:14:57+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_330 elapsed=21.657s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'd78b9ebe-19c5-93d4-91c6-937015b32fd2'}
2026-05-10T11:14:57+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_352 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_352/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_349 elapsed=1.427s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '1443b4f8-0e06-9061-b1aa-2aaef36f364b'}
2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_355 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_355/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_303 elapsed=65.646s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'f64a8846-8ff1-95c2-9938-c4e1505f56b5'}
2026-05-10T11:15:55+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_303 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_303/agent.log
2026-05-10T11:15:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_261 elapsed=1.421s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'f48528e2-e84f-923e-b4ac-151630acacad'}
2026-05-10T11:15:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_305 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_305/agent.log
2026-05-10T11:15:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_259 elapsed=1.499s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'd1c8e970-a315-90b0-a248-d4a97df437fa'}
2026-05-10T11:15:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_330 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_330/agent.log
2026-05-10T11:15:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_287 elapsed=1.498s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '397331e5-07ab-9c32-a27f-11aefbf93267'}
2026-05-10T11:15:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_344 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_344/agent.log
2026-05-10T11:15:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_257 elapsed=1.645s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '2211515d-a113-9e7c-9f4b-723e83d040b9'}
2026-05-10T11:15:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_349 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_349/agent.log
2026-05-10T11:15:56+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_303 elapsed=1.595s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '6dae441c-0915-9e77-915c-2eadb64fd0ca'}
