2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_379 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_379/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_350 elapsed=1.518s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'e1bfe8aa-360c-91f0-86ab-7ff5de1af381'}
2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_396 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_396/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_352 elapsed=1.668s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '1411f07b-a355-9033-bfe8-f6792f4e61c3'}
2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_408 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_408/agent.log
2026-05-10T11:14:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_261 elapsed=103.594s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '16897819-1eb5-94c4-afd6-1eb8f842438c'}
2026-05-10T11:14:59+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_415 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_415/agent.log
2026-05-10T11:14:59+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_355 elapsed=1.547s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '183b573c-5b72-9966-80dd-513657232632'}
2026-05-10T11:14:59+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_418 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_418/agent.log
2026-05-10T11:15:10+0800 [INFO   ] data_agent_baseline.run.runner:345 | task_finished_ok task_id=task_415 elapsed=11.608s prediction=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_415/prediction.csv
2026-05-10T11:15:10+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_420 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_420/agent.log
2026-05-10T11:15:28+0800 [INFO   ] data_agent_baseline.run.runner:345 | task_finished_ok task_id=task_408 elapsed=29.533s prediction=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_408/prediction.csv
2026-05-10T11:15:50+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_396 elapsed=51.600s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '092e10e6-9dbc-9b99-857d-2d7f725e9406'}
2026-05-10T11:15:50+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_420 elapsed=39.484s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'ff3a88cd-0195-9d37-bf5b-72a84b9a0b4b'}
2026-05-10T11:15:51+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_379 elapsed=52.555s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '008af562-5b9f-9104-8108-c33e7b6bc9b8'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_379 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_379/agent.log
2026-05-10T11:15:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_344 elapsed=1.752s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '018fbcd5-787c-9e33-807b-82f5f1ad39e3'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_396 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_396/agent.log
2026-05-10T11:15:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_349 elapsed=1.703s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '003c5866-079f-9cec-8ddd-ad723b4ad28e'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_418 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_418/agent.log
