2026-05-10T11:14:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_350 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_350/agent.log
2026-05-10T11:14:57+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_330 elapsed=21.657s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'd78b9ebe-19c5-93d4-91c6-937015b32fd2'}
2026-05-10T11:14:57+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_352 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_352/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_349 elapsed=1.427s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '1443b4f8-0e06-9061-b1aa-2aaef36f364b'}
2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_355 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_355/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_303 elapsed=65.646s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'f64a8846-8ff1-95c2-9938-c4e1505f56b5'}
2026-05-10T11:14:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_379 prediction_filename=prediction.csv trace_suffix=(none) log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_379/agent.log
2026-05-10T11:14:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_350 elapsed=1.518s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'e1bfe8aa-360c-91f0-86ab-7ff5de1af381'}
2026-05-10T11:15:56+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_350 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_350/agent.log
2026-05-10T11:15:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_305 elapsed=1.605s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '135d075d-51e5-931e-b334-4ea6e9eae0c4'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_352 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_352/agent.log
2026-05-10T11:15:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_330 elapsed=1.547s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': '56c64eb2-8224-96c9-9a17-297466d5f0b7'}
2026-05-10T11:15:58+0800 [INFO   ] data_agent_baseline.run.runner:309 | task_started task_id=task_355 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/Users/luozhenyu/work/data-agent/artifacts/runs/20260510T030839Z/task_355/agent.log
2026-05-10T11:15:58+0800 [WARNING] data_agent_baseline.run.runner:352 | task_finished_fail task_id=task_350 elapsed=1.376s reason=Model call failed: Model request failed: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For details, see: https://help.aliyun.com/zh/model-studio/error-code#token-limit', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}, 'request_id': 'c3af1864-df2d-98c4-9eea-2d4af218afa8'}
