2026-05-08T14:19:18+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_305 prediction_filename=prediction.csv trace_suffix=(none) log=/output/20260508T141917Z/task_305/agent.log
2026-05-08T14:19:18+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_303 elapsed=0.012s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:18+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_330 prediction_filename=prediction.csv trace_suffix=(none) log=/output/20260508T141917Z/task_330/agent.log
2026-05-08T14:19:18+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_305 elapsed=0.015s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:18+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_305 prediction_filename=prediction.csv trace_suffix=_r2 log=/output/20260508T141917Z/task_305/agent.log
2026-05-08T14:19:18+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_303 elapsed=0.010s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:18+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_330 prediction_filename=prediction.csv trace_suffix=_r2 log=/output/20260508T141917Z/task_330/agent.log
2026-05-08T14:19:18+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_305 elapsed=0.010s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:19+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_305 prediction_filename=prediction.csv trace_suffix=_r3 log=/output/20260508T141917Z/task_305/agent.log
2026-05-08T14:19:19+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_303 elapsed=0.010s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:19+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_330 prediction_filename=prediction.csv trace_suffix=_r3 log=/output/20260508T141917Z/task_330/agent.log
2026-05-08T14:19:19+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_305 elapsed=0.012s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:19+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_305 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/output/20260508T141917Z/task_305/agent.log
2026-05-08T14:19:19+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_303 elapsed=0.008s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
2026-05-08T14:19:19+0000 [INFO   ] data_agent_baseline.run.runner:294 | task_started task_id=task_330 prediction_filename=prediction_retry.csv trace_suffix=_retry log=/output/20260508T141917Z/task_330/agent.log
2026-05-08T14:19:19+0000 [WARNING] data_agent_baseline.run.runner:331 | task_finished_fail task_id=task_305 elapsed=0.009s reason=Task failed with uncaught error: Missing or placeholder model API key in config.agent.api_key. Set agent.api_key in your YAML to a real value (or use ${ENV_VAR}).
